Distance,AverageDensity_Near,AverageDensity_Mid,AverageDensity_Far,AverageD2surface,PBPotential
21.717,12.0,54.5,554.5,3.942,0.036
22.581,14.5,64.5,591.0,4.596,0.048
14.243,13.0,80.0,817.0,7.761,0.669
21.146,13.5,75.0,739.0,6.448,0.138
22.262,14.5,77.0,785.5,6.790,0.146
18.643,15.0,81.5,867.5,7.732,0.398
19.386,13.0,83.5,977.0,9.913,0.400
17.574,11.5,81.0,966.5,8.960,0.536
19.561,13.5,85.5,1001.5,10.163,0.394
22.834,14.5,80.5,927.5,8.745,0.202
16.860,12.0,72.0,962.0,9.971,0.386
22.767,13.0,65.5,719.0,7.114,0.093
26.788,12.5,54.0,578.0,4.446,0.024
25.056,13.0,76.5,675.5,7.223,0.051
30.350,12.5,66.0,599.0,5.503,0.011
30.544,12.0,62.5,658.0,3.942,0.011
24.873,13.0,82.5,840.5,6.978,0.112
28.720,14.5,70.5,697.0,5.369,0.029
22.575,12.5,86.0,909.5,8.155,0.209
27.873,12.5,71.0,707.5,7.870,0.028
23.470,15.0,85.5,826.0,7.962,0.159
25.767,13.5,74.5,705.5,6.130,0.052
22.750,14.0,80.5,761.5,6.314,0.130
18.310,14.0,81.0,742.5,6.479,0.229
18.555,11.5,81.5,788.5,6.991,0.287
10.795,12.0,82.5,851.5,7.864,1.788
22.753,12.5,84.0,731.0,6.104,0.121
14.197,13.0,80.5,777.0,6.764,0.659
16.356,12.5,74.0,695.5,5.481,0.259
10.997,11.0,83.0,757.0,7.103,0.976
28.572,12.5,82.0,635.0,5.732,0.029
25.564,10.0,77.5,574.5,6.108,0.027
18.480,10.5,78.0,851.5,8.294,0.245
9.259,9.0,72.5,677.5,5.095,0.659
6.069,10.5,78.0,745.5,7.165,3.170
14.999,10.5,74.0,610.5,5.077,0.198
16.524,8.5,70.5,772.0,8.064,0.322
16.354,9.5,66.5,558.5,4.961,0.154
22.212,10.5,67.0,522.5,4.463,0.056
17.859,9.5,78.0,648.0,6.673,0.186
20.320,11.5,71.0,667.5,6.523,0.146
19.819,12.0,86.0,715.0,6.700,0.157
22.378,11.0,84.0,702.5,6.668,0.082
24.102,8.5,73.0,614.5,6.450,0.027
29.400,8.5,53.0,496.5,3.268,0.013
23.960,11.0,65.0,556.5,4.420,0.054
21.223,10.5,76.5,617.5,4.587,0.065
18.303,9.5,71.0,586.0,4.338,0.077
16.425,11.0,85.5,715.5,6.563,0.274
14.099,10.0,66.0,703.0,7.064,0.172
11.278,8.0,78.0,869.5,8.625,0.835
9.613,11.5,83.5,824.5,7.676,1.531
8.000,9.0,74.5,916.5,8.034,2.146
7.807,9.0,89.5,919.0,8.683,3.399
5.255,10.5,90.5,804.5,7.130,5.608
10.068,11.5,92.5,784.5,6.265,1.409
11.694,7.5,60.5,599.0,3.268,0.202
14.719,7.0,60.0,615.0,3.268,0.098
16.201,9.0,62.0,656.5,6.462,0.082
15.113,11.5,86.0,774.5,6.178,0.398
20.089,10.5,58.5,629.0,3.813,0.043
20.655,9.0,75.5,714.0,5.992,0.062
23.854,9.5,65.0,602.0,4.296,0.026
25.343,11.0,63.0,612.0,4.471,0.022
18.500,11.0,80.5,779.0,6.645,0.214
20.643,10.0,75.5,719.0,4.582,0.101
13.878,11.5,89.5,988.0,8.363,0.923
19.357,10.0,73.0,691.0,5.571,0.106
13.870,9.0,87.5,945.0,8.454,0.903
20.959,8.0,66.5,624.0,5.345,0.039
15.519,11.0,84.5,751.0,5.341,0.384
11.991,10.5,92.0,884.0,7.485,1.234
16.790,10.5,81.0,751.0,6.100,0.212
16.677,10.0,76.5,676.5,4.558,0.135
11.484,9.5,81.5,730.5,6.469,0.657
8.657,9.0,89.0,884.5,8.216,2.654
19.080,10.0,64.5,637.0,4.561,0.057
16.102,9.0,66.0,602.5,4.159,0.088
10.855,8.5,87.0,690.0,5.369,0.899
11.035,9.5,83.0,692.0,5.417,0.637
17.667,10.0,65.5,621.5,4.272,0.081
15.959,10.0,83.5,810.0,7.641,0.340
24.779,9.0,61.0,562.5,3.813,0.018
24.699,11.5,71.0,599.0,4.466,0.031
17.398,10.0,86.5,825.0,7.631,0.326
21.872,10.5,81.5,747.0,6.319,0.108
22.397,11.5,83.5,793.5,6.660,0.130
19.728,12.0,88.0,875.5,7.603,0.289
18.318,10.0,90.0,985.0,9.784,0.409
16.519,8.5,87.5,974.5,8.830,0.534
17.569,10.5,92.0,1009.5,10.034,0.471
19.765,11.5,87.0,935.5,8.616,0.280
13.399,9.0,78.5,970.0,9.841,0.671
17.894,10.0,72.0,727.0,6.984,0.264
21.315,9.5,60.5,586.0,4.316,0.071
19.740,10.0,83.0,683.5,7.093,0.119
25.148,9.5,72.5,607.0,5.374,0.028
26.604,9.0,69.0,666.0,3.813,0.017
21.623,10.0,89.0,848.5,6.848,0.156
26.168,11.5,77.0,705.0,5.239,0.037
20.364,9.5,92.5,917.5,8.026,0.247
26.566,9.5,77.5,715.5,7.740,0.028
23.209,12.0,92.0,834.0,7.832,0.145
25.803,10.5,81.0,713.5,6.000,0.046
23.493,11.0,87.0,769.5,6.184,0.104
12.951,11.0,87.5,750.5,6.349,0.559
17.203,8.5,88.0,796.5,6.861,0.306
12.752,9.0,89.0,859.5,7.735,1.012
21.488,9.5,90.5,739.0,5.974,0.125
14.714,10.0,87.0,785.0,6.634,0.504
19.981,9.5,80.5,703.5,5.351,0.122
15.308,8.0,89.5,765.0,6.973,0.324
24.376,9.5,88.5,643.0,5.602,0.061
24.085,7.0,84.0,582.5,5.979,0.037
13.598,7.5,84.5,859.5,8.165,0.591
6.408,9.5,57.5,650.0,5.724,1.213
9.849,9.5,53.5,515.0,3.636,0.391
16.584,7.5,50.0,676.5,6.623,0.081
12.200,8.5,46.0,463.0,3.519,0.175
18.656,9.5,46.5,427.0,3.022,0.046
16.003,8.5,57.5,552.5,5.231,0.084
19.244,10.5,50.5,572.0,5.082,0.048
17.119,11.0,65.5,619.5,5.259,0.097
19.865,10.0,63.5,607.0,5.226,0.050
19.905,7.5,52.5,519.0,5.009,0.044
26.345,7.5,32.5,401.0,1.827,0.010
22.114,10.0,44.5,461.0,2.978,0.023
16.842,9.5,56.0,522.0,3.145,0.089
12.383,8.5,50.5,490.5,2.897,0.221
12.758,10.0,65.0,620.0,5.122,0.249
7.210,9.0,45.5,607.5,5.622,0.748
11.542,7.0,57.5,774.0,7.184,0.267
5.689,10.5,63.0,729.0,6.235,1.935
12.116,8.0,54.0,821.0,6.593,0.266
12.052,8.0,69.0,823.5,7.242,0.464
14.173,9.5,70.0,709.0,5.689,0.210
18.798,10.5,72.0,689.0,4.824,0.082
19.074,6.5,40.0,503.5,1.827,0.021
23.579,6.0,39.5,519.5,1.827,0.009
25.081,8.0,41.5,561.0,5.021,0.008
23.377,10.5,65.5,679.0,4.737,0.033
28.739,9.5,38.0,533.5,2.372,0.004
28.873,8.0,55.0,618.5,4.551,0.006
31.613,8.5,44.5,506.5,2.854,0.003
32.017,10.0,42.5,516.5,3.030,0.003
25.432,10.0,60.0,683.5,5.204,0.024
25.727,9.0,55.0,623.5,3.141,0.015
19.383,10.5,69.0,892.5,6.921,0.120
22.692,9.0,52.5,595.5,4.130,0.021
15.555,8.0,67.0,849.5,7.013,0.225
21.610,7.0,46.0,528.5,3.903,0.017
18.865,10.0,64.0,655.5,3.900,0.071
14.637,9.5,71.5,788.5,6.043,0.253
15.643,9.5,60.5,655.5,4.659,0.101
17.056,9.0,56.0,581.0,3.117,0.051
12.816,8.5,61.0,635.0,5.027,0.182
10.155,8.0,68.5,789.0,6.775,0.702
16.688,9.0,44.0,541.5,3.119,0.048
14.187,8.0,45.5,507.0,2.717,0.069
9.988,7.5,66.5,594.5,3.928,0.438
5.596,8.5,62.5,596.5,3.976,1.514
11.932,9.0,45.0,526.0,2.830,0.195
14.091,9.0,63.0,714.5,6.200,0.177
19.611,8.0,40.5,467.0,2.372,0.042
20.747,10.5,50.5,503.5,3.025,0.033
16.567,9.0,66.0,729.5,6.190,0.131
20.375,9.5,61.0,651.5,4.877,0.049
22.927,10.5,63.0,698.0,5.219,0.036
21.029,11.0,67.5,780.0,6.162,0.074
21.621,9.0,69.5,889.5,8.342,0.075
22.828,7.5,67.0,879.0,7.389,0.065
21.808,9.5,71.5,914.0,8.592,0.077
25.140,10.5,66.5,840.0,7.174,0.041
17.108,8.0,58.0,874.5,8.399,0.114
21.088,9.0,51.5,631.5,5.543,0.056
24.697,8.5,40.0,490.5,2.875,0.018
25.702,9.0,62.5,588.0,5.652,0.019
31.120,8.5,52.0,511.5,3.933,0.005
33.389,8.0,48.5,570.5,2.372,0.002
28.292,9.0,68.5,753.0,5.407,0.019
32.902,10.5,56.5,609.5,3.798,0.005
26.614,8.5,72.0,822.0,6.585,0.032
32.796,8.5,57.0,620.0,6.299,0.004
27.896,11.0,71.5,738.5,6.391,0.022
31.184,9.5,60.5,618.0,4.559,0.007
28.026,10.0,66.5,674.0,4.743,0.017
20.273,10.0,67.0,655.0,4.907,0.055
24.947,7.5,67.5,701.0,5.420,0.030
18.312,8.0,68.5,764.0,6.293,0.121
28.786,8.5,70.0,643.5,4.533,0.015
21.852,9.0,66.5,689.5,5.192,0.047
22.345,8.5,60.0,608.0,3.910,0.029
12.580,7.0,69.0,669.5,5.532,0.219
27.383,8.5,68.0,547.5,4.161,0.013
20.685,6.0,63.5,487.0,4.537,0.036
19.058,6.5,64.0,764.0,6.723,0.083
8.978,11.0,59.0,583.0,5.707,0.569
12.114,9.0,55.5,744.5,8.694,0.451
10.332,10.0,51.5,531.0,5.591,0.344
16.373,11.0,52.0,495.0,5.093,0.097
12.499,10.0,63.0,620.5,7.303,0.313
15.520,12.0,56.0,640.0,7.152,0.213
15.370,12.5,71.0,687.5,7.330,0.239
19.027,11.5,69.0,675.0,7.297,0.100
19.697,9.0,58.0,587.0,7.080,0.042
24.312,9.0,38.0,469.0,3.897,0.019
18.744,11.5,50.0,529.0,5.050,0.082
15.922,11.0,61.5,590.0,5.216,0.117
12.397,10.0,56.0,558.5,4.968,0.186
11.377,11.5,70.5,688.0,7.192,0.548
9.278,10.5,51.0,675.5,7.694,0.433
7.081,8.5,63.0,842.0,9.255,1.588
7.101,12.0,68.5,797.0,8.306,2.333
6.488,9.5,59.5,889.0,8.663,2.155
11.316,9.5,74.5,891.5,9.312,1.043
9.551,11.0,75.5,777.0,7.760,1.290
15.235,12.0,77.5,757.0,6.894,0.338
17.714,8.0,45.5,571.5,3.897,0.043
20.427,7.5,45.0,587.5,3.897,0.026
19.652,9.5,47.0,629.0,7.091,0.036
19.756,12.0,71.0,747.0,6.808,0.126
24.840,11.0,43.5,601.5,4.442,0.015
24.011,9.5,60.5,686.5,6.622,0.028
28.157,10.0,50.0,574.5,4.925,0.009
29.155,11.5,48.0,584.5,5.101,0.009
22.500,11.5,65.5,751.5,7.274,0.081
24.293,10.5,60.5,691.5,5.212,0.041
16.822,12.0,74.5,960.5,8.992,0.384
22.739,10.5,58.0,663.5,6.200,0.043
15.114,9.5,72.5,917.5,9.084,0.499
23.159,8.5,51.5,596.5,5.974,0.019
19.152,11.5,69.5,723.5,5.971,0.139
14.739,11.0,77.0,856.5,8.114,0.495
17.703,11.0,66.0,723.5,6.729,0.122
19.297,10.5,61.5,649.0,5.188,0.057
14.828,10.0,66.5,703.0,7.098,0.220
10.724,9.5,74.0,857.0,8.846,1.150
19.902,10.5,49.5,609.5,5.191,0.036
18.167,9.5,51.0,575.0,4.788,0.042
13.227,9.0,72.0,662.5,5.998,0.352
10.377,10.0,68.0,664.5,6.046,0.530
16.563,10.5,50.5,594.0,4.902,0.080
15.767,10.5,68.5,782.5,8.271,0.244
22.284,9.5,46.0,535.0,4.442,0.021
22.022,12.0,56.0,571.5,5.096,0.033
17.380,10.5,71.5,797.5,8.261,0.227
19.535,11.0,66.5,719.5,6.948,0.110
20.949,12.0,68.5,766.0,7.290,0.110
19.565,12.5,73.0,848.0,8.232,0.202
18.151,10.5,75.0,957.5,10.413,0.291
19.132,9.0,72.5,947.0,9.460,0.247
17.553,11.0,77.0,982.0,10.663,0.334
20.014,12.0,72.0,908.0,9.245,0.196
11.913,9.5,63.5,942.5,10.471,0.649
15.186,10.5,57.0,699.5,7.614,0.338
18.683,10.0,45.5,558.5,4.946,0.095
19.358,10.5,68.0,656.0,7.723,0.112
24.800,10.0,57.5,579.5,6.003,0.027
27.601,9.5,54.0,638.5,4.442,0.012
22.975,10.5,74.0,821.0,7.478,0.095
27.963,12.0,62.0,677.5,5.869,0.021
22.009,10.0,77.5,890.0,8.655,0.139
28.718,10.0,62.5,688.0,8.370,0.014
24.740,12.5,77.0,806.5,8.462,0.082
28.148,11.0,66.0,686.0,6.630,0.024
25.627,11.5,72.0,742.0,6.814,0.053
14.116,11.5,72.5,723.0,6.979,0.349
21.120,9.0,73.0,769.0,7.491,0.116
16.911,9.5,74.0,832.0,8.364,0.323
24.842,10.0,75.5,711.5,6.604,0.056
19.469,10.5,72.0,757.5,7.264,0.150
22.537,10.0,65.5,676.0,5.981,0.056
15.185,8.5,74.5,737.5,7.603,0.228
21.913,10.0,73.5,615.5,6.232,0.068
19.064,7.5,69.0,555.0,6.608,0.059
12.919,8.0,69.5,832.0,8.794,0.549
10.017,9.0,51.5,609.5,6.606,0.375
3.372,10.0,47.5,396.0,3.503,7.414
8.850,11.0,48.0,360.0,3.005,0.390
7.513,10.0,59.0,485.5,5.215,1.116
11.224,12.0,52.0,505.0,5.064,0.308
11.079,12.5,67.0,552.5,5.242,0.514
16.090,11.5,65.0,540.0,5.209,0.117
14.397,9.0,54.0,452.0,4.992,0.117
17.725,9.0,34.0,334.0,1.810,0.036
12.946,11.5,46.0,394.0,2.962,0.130
9.113,11.0,57.5,455.0,3.128,0.650
3.662,10.0,52.0,423.5,2.880,5.627
6.628,11.5,66.5,553.0,5.104,2.384
5.995,10.5,47.0,540.5,5.606,1.118
8.310,8.5,59.0,707.0,7.167,0.938
10.137,12.0,64.5,662.0,6.218,0.597
12.086,9.5,55.5,754.0,6.575,0.348
18.450,9.5,70.5,756.5,7.224,0.132
18.024,11.0,71.5,642.0,5.671,0.126
23.637,12.0,73.5,622.0,4.806,0.043
26.596,8.0,41.5,436.5,1.810,0.008
29.206,7.5,41.0,452.5,1.810,0.005
26.999,9.5,43.0,494.0,5.003,0.008
27.552,12.0,67.0,612.0,4.720,0.021
32.691,11.0,39.5,466.5,2.355,0.003
30.669,9.5,56.5,551.5,4.534,0.006
35.296,10.0,46.0,439.5,2.838,0.002
35.569,11.5,44.0,449.5,3.013,0.002
29.390,11.5,61.5,616.5,5.186,0.015
30.472,10.5,56.5,556.5,3.123,0.009
22.998,12.0,70.5,825.5,6.904,0.073
28.542,10.5,54.0,528.5,4.112,0.009
19.533,9.5,68.5,782.5,6.996,0.119
27.477,8.5,47.5,461.5,3.886,0.008
25.450,11.5,65.5,588.5,3.883,0.026
20.675,11.0,73.0,721.5,6.026,0.087
21.106,11.0,62.0,588.5,4.641,0.041
24.442,10.5,57.5,514.0,3.099,0.014
21.253,10.0,62.5,568.0,5.011,0.036
16.821,9.5,70.0,722.0,6.758,0.170
22.831,10.5,45.5,474.5,3.103,0.020
22.881,9.5,47.0,440.0,2.700,0.016
19.068,9.0,68.0,527.5,3.910,0.065
13.918,10.0,64.0,529.5,3.958,0.211
17.483,10.5,46.5,459.0,2.814,0.072
18.174,10.5,64.5,647.5,6.183,0.090
19.968,9.5,42.0,400.0,2.355,0.034
19.544,12.0,52.0,436.5,3.008,0.043
19.753,10.5,67.5,662.5,6.173,0.082
18.314,11.0,62.5,584.5,4.860,0.081
21.144,12.0,64.5,631.0,5.202,0.056
21.681,12.5,69.0,713.0,6.144,0.075
20.885,10.5,71.0,822.5,8.325,0.100
24.982,9.0,68.5,812.0,7.372,0.053
20.780,11.0,73.0,847.0,8.575,0.107
23.500,12.0,68.0,773.0,7.157,0.061
14.907,9.5,59.5,807.5,8.383,0.233
15.974,10.5,53.0,564.5,5.526,0.158
19.149,10.0,41.5,423.5,2.858,0.053
22.810,10.5,64.0,521.0,5.635,0.040
27.663,10.0,53.5,444.5,3.915,0.011
31.615,9.5,50.0,503.5,2.355,0.004
27.565,10.5,70.0,686.0,5.389,0.026
32.600,12.0,58.0,542.5,3.781,0.006
26.781,10.0,73.5,755.0,6.567,0.037
33.485,10.0,58.5,553.0,6.282,0.004
28.775,12.5,73.0,671.5,6.373,0.023
32.922,11.0,62.0,551.0,4.542,0.006
30.168,11.5,68.0,607.0,4.726,0.014
20.063,11.5,68.5,588.0,4.891,0.080
28.193,9.0,69.0,634.0,5.403,0.022
24.023,9.5,70.0,697.0,6.276,0.051
31.168,10.0,71.5,576.5,4.516,0.012
27.123,10.5,68.0,622.5,5.176,0.024
27.426,10.0,61.5,541.0,3.893,0.014
17.776,8.5,70.5,602.5,5.514,0.084
21.600,10.0,69.5,480.5,4.144,0.038
12.831,7.5,65.0,420.0,4.520,0.180
17.050,8.0,65.5,697.0,6.706,0.169
10.013,8.0,44.0,557.5,6.489,0.309
9.373,9.0,44.5,521.5,5.992,0.300
4.007,8.0,55.5,647.0,8.201,3.144
4.013,10.0,48.5,666.5,8.052,2.761
8.181,10.5,63.5,714.0,8.229,1.133
13.432,9.5,61.5,701.5,8.196,0.316
13.739,7.0,50.5,613.5,7.979,0.119
13.977,7.0,30.5,495.5,4.796,0.108
8.097,9.5,42.5,555.5,5.949,0.471
9.663,9.0,54.0,616.5,6.115,0.432
11.088,8.0,48.5,585.0,5.867,0.204
7.595,9.5,63.0,714.5,8.091,1.204
12.985,8.5,43.5,702.0,8.592,0.117
5.723,6.5,55.5,868.5,10.154,2.066
14.027,10.0,61.0,823.5,9.204,0.291
9.195,7.5,52.0,915.5,9.562,1.121
19.007,7.5,67.0,918.0,10.212,0.203
16.548,9.0,68.0,803.5,8.659,0.299
21.411,10.0,70.0,783.5,7.793,0.113
27.458,6.0,38.0,598.0,4.796,0.010
27.348,5.5,37.5,614.0,4.796,0.009
22.247,7.5,39.5,655.5,7.990,0.023
23.853,10.0,63.5,773.5,7.707,0.064
28.307,9.0,36.0,628.0,5.341,0.009
24.423,7.5,53.0,713.0,7.521,0.026
30.309,8.0,42.5,601.0,5.825,0.006
30.610,9.5,40.5,611.0,6.000,0.007
25.276,9.5,58.0,778.0,8.174,0.053
27.559,8.5,53.0,718.0,6.111,0.024
19.680,10.0,67.0,987.0,9.891,0.215
27.555,8.5,50.5,690.0,7.099,0.018
18.575,7.5,65.0,944.0,9.983,0.222
27.977,6.5,44.0,623.0,6.873,0.008
25.402,9.5,62.0,750.0,6.870,0.044
20.908,9.0,69.5,883.0,9.014,0.139
22.717,9.0,58.5,750.0,7.628,0.042
26.459,8.5,54.0,675.5,6.087,0.014
23.968,8.0,59.0,729.5,7.998,0.036
18.511,7.5,66.5,883.5,9.745,0.196
25.672,8.5,42.0,636.0,6.090,0.012
27.202,7.5,43.5,601.5,5.687,0.007
23.178,7.0,64.5,689.0,6.897,0.044
19.432,8.0,60.5,691.0,6.946,0.061
22.655,8.5,43.0,620.5,5.800,0.019
19.572,8.5,61.0,809.0,9.169,0.096
22.463,7.5,38.5,561.5,5.341,0.011
19.867,10.0,48.5,598.0,5.995,0.048
19.700,8.5,64.0,824.0,9.160,0.126
15.284,9.0,59.0,746.0,7.847,0.245
15.946,10.0,61.0,792.5,8.189,0.277
17.875,10.5,65.5,874.5,9.131,0.246
14.427,8.5,67.5,984.0,11.312,0.542
19.712,7.0,65.0,973.5,10.358,0.218
13.532,9.0,69.5,1008.5,11.562,0.655
15.081,10.0,64.5,934.5,10.144,0.408
7.734,7.5,56.0,969.0,11.370,1.800
7.372,8.5,49.5,726.0,8.513,1.071
11.909,8.0,38.0,585.0,5.845,0.230
14.913,8.5,60.5,682.5,8.622,0.200
19.052,8.0,50.0,606.0,6.902,0.051
22.751,7.5,46.5,665.0,5.341,0.021
19.456,8.5,66.5,847.5,8.377,0.157
24.458,10.0,54.5,704.0,6.768,0.034
19.455,8.0,70.0,916.5,9.555,0.203
26.183,8.0,55.0,714.5,9.268,0.022
22.512,10.5,69.5,833.0,9.361,0.109
26.887,9.0,58.5,712.5,7.529,0.027
25.058,9.5,64.5,768.5,7.713,0.055
14.601,9.5,65.0,749.5,7.877,0.331
23.435,7.0,65.5,795.5,8.390,0.081
22.648,7.5,66.5,858.5,9.264,0.113
25.305,8.0,68.0,738.0,7.503,0.052
24.614,8.5,64.5,784.0,8.162,0.064
26.296,8.0,58.0,702.5,6.880,0.029
20.425,6.5,67.0,764.0,8.502,0.061
11.678,8.0,66.0,642.0,7.131,0.312
10.253,5.5,61.5,581.5,7.507,0.331
10.064,6.0,62.0,858.5,9.693,0.937
7.301,10.0,40.5,308.0,2.889,0.495
6.960,9.0,51.5,433.5,5.098,0.869
10.928,11.0,44.5,453.0,4.948,0.264
12.812,11.5,59.5,500.5,5.126,0.218
18.370,10.5,57.5,488.0,5.093,0.051
16.440,8.0,46.5,400.0,4.876,0.050
17.764,8.0,26.5,282.0,1.693,0.031
11.788,10.5,38.5,342.0,2.845,0.157
10.546,10.0,50.0,403.0,3.011,0.284
5.364,9.0,44.5,371.5,2.764,1.835
8.914,10.5,59.0,501.0,4.988,0.730
9.351,9.5,39.5,488.5,5.489,0.270
9.659,7.5,51.5,655.0,7.050,0.454
13.096,11.0,57.0,610.0,6.101,0.201
13.147,8.5,48.0,702.0,6.459,0.282
20.782,8.5,63.0,704.5,7.108,0.070
18.979,10.0,64.0,590.0,5.555,0.105
24.891,11.0,66.0,570.0,4.690,0.033
27.911,7.0,34.0,384.5,1.693,0.007
30.235,6.5,33.5,400.5,1.693,0.005
27.080,8.5,35.5,442.0,4.887,0.009
28.882,11.0,59.5,560.0,4.603,0.015
33.758,10.0,32.0,414.5,2.238,0.003
31.416,8.5,49.0,499.5,4.417,0.005
31.147,10.5,54.0,564.5,5.070,0.010
32.787,9.5,49.0,504.5,3.007,0.005
25.046,11.0,63.0,773.5,6.787,0.043
31.229,9.5,46.5,476.5,3.996,0.005
22.274,8.5,61.0,730.5,6.880,0.054
30.532,7.5,40.0,409.5,3.769,0.003
28.090,10.5,58.0,536.5,3.767,0.013
23.337,10.0,65.5,669.5,5.910,0.042
24.262,10.0,54.5,536.5,4.525,0.016
27.413,9.5,50.0,462.0,2.983,0.007
23.888,9.0,55.0,516.0,4.894,0.018
19.462,8.5,62.5,670.0,6.641,0.078
26.088,9.5,38.0,422.5,2.986,0.008
25.806,8.5,39.5,388.0,2.583,0.007
21.714,8.0,60.5,475.5,3.794,0.031
16.823,9.0,56.5,477.5,3.842,0.084
20.789,9.5,39.0,407.0,2.697,0.027
21.352,9.5,57.0,595.5,6.066,0.034
23.146,8.5,34.5,348.0,2.238,0.013
22.470,11.0,44.5,384.5,2.891,0.017
22.816,9.5,60.0,610.5,6.056,0.034
20.799,10.0,55.0,532.5,4.744,0.036
23.284,11.0,57.0,579.0,5.085,0.031
24.164,11.5,61.5,661.0,6.028,0.037
22.591,9.5,63.5,770.5,8.209,0.063
26.578,8.0,61.0,760.0,7.255,0.036
22.103,10.0,65.5,795.0,8.459,0.075
24.183,11.0,60.5,721.0,7.040,0.050
15.739,8.5,52.0,755.5,8.266,0.195
15.059,9.5,45.5,512.5,5.409,0.189
17.356,9.0,34.0,371.5,2.742,0.077
21.988,9.5,56.5,469.0,5.518,0.048
26.665,9.0,46.0,392.5,3.799,0.014
31.576,8.5,42.5,451.5,2.238,0.004
28.099,9.5,62.5,634.0,5.273,0.022
33.338,11.0,50.5,490.5,3.665,0.005
27.855,9.0,66.0,703.0,6.451,0.028
34.768,9.0,51.0,501.0,6.165,0.003
30.571,11.5,65.5,619.5,6.257,0.015
34.733,10.0,54.5,499.0,4.425,0.004
32.269,10.5,60.5,555.0,4.610,0.009
19.917,10.5,61.0,536.0,4.774,0.084
29.556,8.0,61.5,582.0,5.287,0.015
26.241,8.5,62.5,645.0,6.160,0.029
32.506,9.0,64.0,524.5,4.399,0.009
28.957,9.5,60.5,570.5,5.059,0.015
30.236,9.0,54.0,489.0,3.776,0.007
21.007,7.5,63.0,550.5,5.398,0.031
20.950,9.0,62.0,428.5,4.027,0.043
13.703,6.5,57.5,368.0,4.404,0.100
17.005,7.0,58.0,645.0,6.589,0.175
5.531,10.0,52.0,397.5,4.601,1.490
7.373,12.0,45.0,417.0,4.450,0.698
11.065,12.5,60.0,464.5,4.628,0.298
16.931,11.5,58.0,452.0,4.595,0.058
14.066,9.0,47.0,364.0,4.378,0.085
11.410,9.0,27.0,246.0,1.196,0.117
5.655,11.5,39.0,306.0,2.348,1.114
8.088,11.0,50.5,367.0,2.514,0.585
7.602,10.0,45.0,335.5,2.266,0.513
9.730,11.5,59.5,465.0,4.490,0.470
13.708,10.5,40.0,452.5,4.992,0.088
12.554,8.5,52.0,619.0,6.553,0.201
17.948,12.0,57.5,574.0,5.604,0.068
16.848,9.5,48.5,666.0,5.962,0.125
25.587,9.5,63.5,668.5,6.611,0.029
23.819,11.0,64.5,554.0,5.058,0.043
29.388,12.0,66.5,534.0,4.192,0.015
33.852,8.0,34.5,348.5,1.196,0.003
35.113,7.5,34.0,364.5,1.196,0.002
30.427,9.5,36.0,406.0,4.389,0.005
32.548,12.0,60.0,524.0,4.106,0.007
33.642,9.5,49.5,463.5,3.920,0.003
34.136,11.5,54.5,528.5,4.572,0.006
35.789,10.5,49.5,468.5,2.510,0.003
28.072,12.0,63.5,737.5,6.290,0.024
34.785,10.5,47.0,440.5,3.498,0.002
25.380,9.5,61.5,694.5,6.382,0.028
33.949,8.5,40.5,373.5,3.272,0.002
32.281,11.5,58.5,500.5,3.269,0.006
27.512,11.0,66.0,633.5,5.412,0.019
27.826,11.0,55.0,500.5,4.027,0.008
31.911,10.5,50.5,426.0,2.486,0.003
29.276,10.0,55.5,480.0,4.396,0.007
24.288,9.5,63.0,634.0,6.144,0.031
29.908,10.5,38.5,386.5,2.489,0.004
31.168,9.5,40.0,352.0,2.086,0.003
27.484,9.0,61.0,439.5,3.296,0.011
22.404,10.0,57.0,441.5,3.345,0.028
24.905,10.5,39.5,371.0,2.200,0.013
24.469,10.5,57.5,559.5,5.569,0.018
24.039,9.5,35.0,312.0,1.740,0.011
22.281,12.0,45.0,348.5,2.394,0.018
25.271,10.5,60.5,574.5,5.559,0.019
20.188,11.0,55.5,496.5,4.246,0.035
22.545,12.0,57.5,543.0,4.588,0.029
25.015,12.5,62.0,625.0,5.530,0.026
23.030,10.5,64.0,734.5,7.711,0.046
28.785,9.0,61.5,724.0,6.758,0.021
22.625,11.0,66.0,759.0,7.961,0.054
24.313,12.0,61.0,685.0,6.543,0.037
17.010,9.5,52.5,719.5,7.769,0.128
14.680,10.5,46.0,476.5,4.912,0.157
16.646,10.0,34.5,335.5,2.244,0.077
22.541,10.5,57.0,433.0,5.021,0.034
26.201,10.0,46.5,356.5,3.301,0.012
31.406,9.5,43.0,415.5,1.740,0.003
28.697,10.5,63.0,598.0,4.776,0.015
33.676,12.0,51.0,454.5,3.167,0.004
28.795,10.0,66.5,667.0,5.954,0.019
35.396,10.0,51.5,465.0,5.668,0.002
31.291,12.5,66.0,583.5,5.760,0.010
35.801,11.0,55.0,463.0,3.928,0.003
33.611,11.5,61.0,519.0,4.112,0.006
22.696,11.5,61.5,500.0,4.277,0.045
32.483,9.0,62.0,546.0,4.789,0.008
30.334,9.5,63.0,609.0,5.662,0.014
34.592,10.0,64.5,488.5,3.902,0.005
32.911,10.5,61.0,534.5,4.562,0.007
33.291,10.0,54.5,453.0,3.279,0.004
24.741,8.5,63.5,514.5,4.901,0.015
18.245,10.0,62.5,392.5,3.530,0.056
9.274,7.5,58.0,332.0,3.906,0.328
18.730,8.0,58.5,609.0,6.092,0.105
